Date,Adoption_Enterprise_Software,Adoption_Supply,Adoption
2014-09-30,90.17284708698931,90.17284708698931,90.17284708698931
2014-10-31,93.92335807341301,93.92335807341301,93.92335807341301
2014-11-30,93.92335807341301,93.92335807341301,93.92335807341301
2014-12-31,93.92335807341301,93.92335807341301,93.92335807341301
2015-01-31,97.91759017940151,97.91759017940151,97.91759017940151
2015-02-28,97.91759017940151,97.91759017940151,97.91759017940151
2015-03-31,97.91759017940151,97.91759017940151,97.91759017940151
2015-04-30,98.7567290659427,98.7567290659427,98.7567290659427
2015-05-31,98.7567290659427,98.7567290659427,98.7567290659427
2015-06-30,98.7567290659427,98.7567290659427,98.7567290659427
2015-07-31,100.79360288118724,100.79360288118724,100.79360288118724
2015-08-31,100.79360288118724,100.79360288118724,100.79360288118724
2015-09-30,100.79360288118724,100.79360288118724,100.79360288118724
2015-10-31,100.0,100.0,100.0
2015-11-30,100.0,100.0,100.0
2015-12-31,100.0,100.0,100.0
2016-01-31,98.7508645804047,98.7508645804047,98.7508645804047
2016-02-29,98.7508645804047,98.7508645804047,98.7508645804047
2016-03-31,98.7508645804047,98.7508645804047,98.7508645804047
2016-04-30,98.48886006475082,98.48886006475082,98.48886006475082
2016-05-31,98.48886006475082,98.48886006475082,98.48886006475082
2016-06-30,98.48886006475082,98.48886006475082,98.48886006475082
2016-07-31,99.59052092155216,99.59052092155216,99.59052092155216
2016-08-31,99.59052092155216,99.59052092155216,99.59052092155216
2016-09-30,99.59052092155216,99.59052092155216,99.59052092155216
2016-10-31,101.42162028836022,101.42162028836022,101.42162028836022
2016-11-30,101.42162028836022,101.42162028836022,101.42162028836022
2016-12-31,101.42162028836022,101.42162028836022,101.42162028836022
2017-01-31,101.52838842212566,101.52838842212566,101.52838842212566
2017-02-28,101.52838842212566,101.52838842212566,101.52838842212566
2017-03-31,101.52838842212566,101.52838842212566,101.52838842212566
2017-04-30,103.61252309141182,103.61252309141182,103.61252309141182
2017-05-31,103.61252309141182,103.61252309141182,103.61252309141182
2017-06-30,103.61252309141182,103.61252309141182,103.61252309141182
2017-07-31,101.65171510329256,101.65171510329256,101.65171510329256
2017-08-31,101.65171510329256,101.65171510329256,101.65171510329256
2017-09-30,101.65171510329256,101.65171510329256,101.65171510329256
2017-10-31,109.56497591248808,109.56497591248808,109.56497591248808
2017-11-30,109.56497591248808,109.56497591248808,109.56497591248808
2017-12-31,109.56497591248808,109.56497591248808,109.56497591248808
2018-01-31,111.72362404508065,111.72362404508065,111.72362404508065
2018-02-28,111.72362404508065,111.72362404508065,111.72362404508065
2018-03-31,111.72362404508065,111.72362404508065,111.72362404508065
2018-04-30,109.3093533369785,109.3093533369785,109.3093533369785
2018-05-31,109.3093533369785,109.3093533369785,109.3093533369785
2018-06-30,109.3093533369785,109.3093533369785,109.3093533369785
2018-07-31,111.09681403198906,111.09681403198906,111.09681403198906
2018-08-31,111.09681403198906,111.09681403198906,111.09681403198906
2018-09-30,111.09681403198906,111.09681403198906,111.09681403198906
2018-10-31,116.34363125494815,116.34363125494815,116.34363125494815
2018-11-30,116.34363125494815,116.34363125494815,116.34363125494815
2018-12-31,116.34363125494815,116.34363125494815,116.34363125494815
2019-01-31,116.62012449957828,116.62012449957828,116.62012449957828
2019-02-28,116.62012449957828,116.62012449957828,116.62012449957828
2019-03-31,116.62012449957828,116.62012449957828,116.62012449957828
2019-04-30,116.61891710549692,116.61891710549692,116.61891710549692
2019-05-31,116.61891710549692,116.61891710549692,116.61891710549692
2019-06-30,116.61891710549692,116.61891710549692,116.61891710549692
2019-07-31,117.35818725302325,117.35818725302325,117.35818725302325
2019-08-31,117.35818725302325,117.35818725302325,117.35818725302325
2019-09-30,117.35818725302325,117.35818725302325,117.35818725302325
2019-10-31,112.50756777361705,112.50756777361705,112.50756777361705
2019-11-30,112.50756777361705,112.50756777361705,112.50756777361705
2019-12-31,112.50756777361705,112.50756777361705,112.50756777361705
2020-01-31,108.46314257081798,108.46314257081798,108.46314257081798
2020-02-29,108.46314257081798,108.46314257081798,108.46314257081798
2020-03-31,108.46314257081798,108.46314257081798,108.46314257081798
2020-04-30,102.03083684483778,102.03083684483778,102.03083684483778
2020-05-31,102.03083684483778,102.03083684483778,102.03083684483778
2020-06-30,102.03083684483778,102.03083684483778,102.03083684483778
2020-07-31,120.5764099344385,120.5764099344385,120.5764099344385
2020-08-31,120.5764099344385,120.5764099344385,120.5764099344385
2020-09-30,120.5764099344385,120.5764099344385,120.5764099344385
2020-10-31,130.21055227930128,130.21055227930128,130.21055227930128
2020-11-30,130.21055227930128,130.21055227930128,130.21055227930128
2020-12-31,130.21055227930128,130.21055227930128,130.21055227930128
2021-01-31,136.28270959930043,136.28270959930043,136.28270959930043
2021-02-28,136.28270959930043,136.28270959930043,136.28270959930043
2021-03-31,136.28270959930043,136.28270959930043,136.28270959930043
2021-04-30,136.7353098949395,136.7353098949395,136.7353098949395
2021-05-31,136.7353098949395,136.7353098949395,136.7353098949395
2021-06-30,136.7353098949395,136.7353098949395,136.7353098949395
2021-07-31,134.6842923204562,134.6842923204562,134.6842923204562
2021-08-31,134.6842923204562,134.6842923204562,134.6842923204562
2021-09-30,134.6842923204562,134.6842923204562,134.6842923204562
2021-10-31,148.83753822695905,148.83753822695905,148.83753822695905
2021-11-30,148.83753822695905,148.83753822695905,148.83753822695905
2021-12-31,148.83753822695905,148.83753822695905,148.83753822695905
2022-01-31,158.5991468898391,158.5991468898391,158.5991468898391
2022-02-28,158.5991468898391,158.5991468898391,158.5991468898391
2022-03-31,158.5991468898391,158.5991468898391,158.5991468898391
2022-04-30,159.81809745740057,159.81809745740057,159.81809745740057
2022-05-31,159.81809745740057,159.81809745740057,159.81809745740057
2022-06-30,159.81809745740057,159.81809745740057,159.81809745740057
2022-07-31,145.5422148092059,145.5422148092059,145.5422148092059
2022-08-31,145.5422148092059,145.5422148092059,145.5422148092059
2022-09-30,145.5422148092059,145.5422148092059,145.5422148092059
2022-10-31,140.62846586783175,140.62846586783175,140.62846586783175
2022-11-30,140.62846586783175,140.62846586783175,140.62846586783175
2022-12-31,140.62846586783175,140.62846586783175,140.62846586783175
2023-01-31,140.21726194069626,140.21726194069626,140.21726194069626
2023-02-28,140.21726194069626,140.21726194069626,140.21726194069626
2023-03-31,140.21726194069626,140.21726194069626,140.21726194069626
2023-04-30,136.87036554718236,136.87036554718236,136.87036554718236
2023-05-31,136.87036554718236,136.87036554718236,136.87036554718236
2023-06-30,136.87036554718236,136.87036554718236,136.87036554718236
2023-07-31,138.519838347181,138.519838347181,138.519838347181
2023-08-31,138.519838347181,138.519838347181,138.519838347181
2023-09-30,138.519838347181,138.519838347181,138.519838347181
2023-10-31,138.5783107176923,138.5783107176923,138.5783107176923
2023-11-30,138.5783107176923,138.5783107176923,138.5783107176923
2023-12-31,138.5783107176923,138.5783107176923,138.5783107176923
2024-01-31,140.69814975481276,140.69814975481276,140.69814975481276
2024-02-29,140.69814975481276,140.69814975481276,140.69814975481276
2024-03-31,140.69814975481276,140.69814975481276,140.69814975481276
2024-04-30,143.72750150493047,143.72750150493047,143.72750150493047
2024-05-31,143.72750150493047,143.72750150493047,143.72750150493047
2024-06-30,143.72750150493047,143.72750150493047,143.72750150493047
2024-07-31,149.30807694894966,149.30807694894966,149.30807694894966
2024-08-31,149.30807694894966,149.30807694894966,149.30807694894966
2024-09-30,149.30807694894966,149.30807694894966,149.30807694894966
2024-10-31,154.68908739980787,154.68908739980787,154.68908739980787
2024-11-30,154.68908739980787,154.68908739980787,154.68908739980787
2024-12-31,154.68908739980787,154.68908739980787,154.68908739980787
2025-01-31,193.02574681636054,193.02574681636054,193.02574681636054
2025-02-28,193.02574681636054,193.02574681636054,193.02574681636054
2025-03-31,193.02574681636054,193.02574681636054,193.02574681636054
2025-04-30,142.54529021441596,142.54529021441596,142.54529021441596
